epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
81,35313.8,0.6403,0.46386,1.03671,0.98484,0.99148,0.99232,0.901,0.52799,0.29733,0.96264,0.00104537,0.00104537,0.00104537
82,35748.9,0.63731,0.46573,1.03732,0.98489,0.99149,0.99234,0.90087,0.52731,0.29666,0.96177,0.000955951,0.000955951,0.000955951
83,36186.2,0.63267,0.4619,1.03718,0.9849,0.99149,0.99235,0.90114,0.52647,0.29597,0.96084,0.000870577,0.000870577,0.000870577
84,36620.6,0.63075,0.45832,1.03548,0.98459,0.99149,0.9924,0.90139,0.52575,0.29526,0.9599,0.000789327,0.000789327,0.000789327
85,37055,0.62622,0.4538,1.03303,0.98493,0.9916,0.9924,0.90146,0.52527,0.2946,0.9591,0.000712282,0.000712282,0.000712282
86,37489.5,0.62465,0.44845,1.03035,0.98494,0.99168,0.99236,0.90167,0.52464,0.294,0.95828,0.000639518,0.000639518,0.000639518
87,37926.1,0.62339,0.44859,1.02853,0.98453,0.99177,0.99234,0.90182,0.52404,0.29325,0.95746,0.000571106,0.000571106,0.000571106
88,38363.1,0.62262,0.44671,1.0297,0.98453,0.99184,0.99237,0.90217,0.52338,0.29275,0.95665,0.000507115,0.000507115,0.000507115
89,38797.7,0.62022,0.44042,1.0267,0.9846,0.99187,0.99238,0.90243,0.52275,0.29228,0.95587,0.000447606,0.000447606,0.000447606
90,39232.4,0.61458,0.43882,1.02509,0.98442,0.99188,0.99239,0.90248,0.52213,0.2915,0.95504,0.00039264,0.00039264,0.00039264
91,39674.8,0.56204,0.31606,0.97192,0.9846,0.99195,0.99243,0.90289,0.52144,0.29107,0.95429,0.00034227,0.00034227,0.00034227
92,40109.6,0.55441,0.30776,0.9657,0.98458,0.9921,0.99246,0.90318,0.5206,0.29014,0.95339,0.000296546,0.000296546,0.000296546
93,40542.5,0.55169,0.30506,0.96615,0.98456,0.99215,0.99248,0.90364,0.51975,0.28919,0.95241,0.000255513,0.000255513,0.000255513
94,40973.5,0.54857,0.3035,0.96027,0.98458,0.99219,0.9925,0.90403,0.5188,0.28832,0.95142,0.000219212,0.000219212,0.000219212
95,41404.9,0.54697,0.3016,0.96157,0.98468,0.99224,0.99249,0.90462,0.51782,0.28709,0.95043,0.000187678,0.000187678,0.000187678
96,41835.9,0.54815,0.29827,0.95842,0.98486,0.9922,0.9925,0.90486,0.51686,0.2861,0.94943,0.000160943,0.000160943,0.000160943
97,42270.5,0.54564,0.29873,0.95712,0.98565,0.99212,0.99263,0.90548,0.516,0.28517,0.94848,0.000139032,0.000139032,0.000139032
98,42703.6,0.54284,0.29849,0.95564,0.98608,0.99213,0.99265,0.90545,0.51517,0.28423,0.94759,0.000121968,0.000121968,0.000121968
99,43134.6,0.54282,0.29551,0.95689,0.98606,0.99223,0.99258,0.90586,0.51438,0.28322,0.94664,0.000109768,0.000109768,0.000109768
100,43566.2,0.54116,0.29389,0.95197,0.98617,0.99221,0.99261,0.90619,0.5136,0.28203,0.94572,0.000102443,0.000102443,0.000102443
